Name,HullIndexParent,WeaponType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,WeaponPriority,WeaponBehaviour,ReloadTime,HasLock,AffectorType,AffectorScaleFactor,AffectorPowerFactor,AffectorPositionX,AffectorPositionY,AffectorPositionZ,FiringTurnMaximum,FiringTurnStart,FiringTurnEnd,Roll,FiringPositionX,FiringPositionY,FiringPositionZ,FiringDirectionX,FiringDirectionY,FiringDirectionZ,Fitness
Argos-baseline,19,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.12,0.0,0.0,1.0,1
Argos-baseline,20,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.12,0.0,0.0,1.0,1
Argos-baseline,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000000101000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,1,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1
Argos-baseline,32,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000000101000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,2,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.65,0.0,0.0,1.0,1
Argos-baseline,33,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000000101000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,2,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.65,0.0,0.0,1.0,1
Argos-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,11.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,-0.1,1.0,1
Argos-baseline,2,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,11.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,-0.1,1.0,1
Argos-baseline,3,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,11.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,-0.1,1.0,1
Argos-baseline,4,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,11.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,-0.1,1.0,1
Orion-baseline,15,0,0.22,0.22,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,16,0,0.22,0.22,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,3,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,5,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,7,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,9,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,11,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,17,15,17,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1
Orion-baseline,31,0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,40,0,10,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Orion-baseline,32,0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,40,0,10,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Orion-baseline,33,0,1.4,1.4,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,50,0,10,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Orion-baseline,34,0,1.4,1.4,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,50,0,10,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Orion-baseline,35,0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,60,0,20,0.0,0.0,0.0,2.25,0.0,0.0,1.0,1
Orion-baseline,36,0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,60,0,20,0.0,0.0,0.0,2.25,0.0,0.0,1.0,1
Teuthus-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1
Teuthus-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.11,0.11,0.1,-0.01,0.01,1.0,1
Teuthus-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.11,0.11,0.1,0.01,0.01,1.0,1
Teuthus-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.11,-0.11,0.1,-0.01,-0.01,1.0,1
Teuthus-baseline,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.11,-0.11,0.1,0.01,-0.01,1.0,1
Teuthus-baseline,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,3,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.55,0.55,0.0,0.0,0.0,1.0,1
Teuthus-baseline,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,3,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.55,0.55,0.0,0.0,0.0,1.0,1
Teuthus-baseline,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,3,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.55,-0.55,0.0,0.0,0.0,1.0,1
Teuthus-baseline,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000101000000000000000010110,0.0,0.0,1.0,3,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.55,-0.55,0.0,0.0,0.0,1.0,1
Teuthus-baseline,9,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,1
Teuthus-baseline,17,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,1
Teuthus-baseline,25,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,1
Teuthus-baseline,31,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,1
Teuthus-baseline,10,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.05,1.0,0.0,0.25,1.0,1
Teuthus-baseline,10,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,-0.05,1.0,0.0,-0.25,1.0,1
Teuthus-baseline,10,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.05,0.0,1.0,0.25,0.0,1.0,1
Teuthus-baseline,10,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,-0.05,0.0,1.0,-0.25,0.0,1.0,1
Teuthus-baseline,18,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.05,1.0,0.0,0.25,1.0,1
Teuthus-baseline,18,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,-0.05,1.0,0.0,-0.25,1.0,1
Teuthus-baseline,18,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.05,0.0,1.0,0.25,0.0,1.0,1
Teuthus-baseline,18,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,1,0,0,0.0,-0.05,0.0,1.0,-0.25,0.0,1.0,1
Teuthus-baseline,11,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,19,0,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Teuthus-baseline,19,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,19,10,19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Vermis-baseline,3,0,0.3,0.3,0.3,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,0,4,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,3,0,0.3,0.3,0.3,0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,0,4,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,5,0,0.3,0.3,0.3,-0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,5,9,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,5,0,0.3,0.3,0.3,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,5,9,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,7,0,0.3,0.3,0.3,-0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,10,14,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,7,0,0.3,0.3,0.3,0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,14,10,14,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1
Vermis-baseline,8,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.75,0.0,0.0,-1.0,1
Vermis-baseline,8,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.3,0.0,-0.75,1.0,0.0,-1.0,1
Vermis-baseline,8,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,10.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.3,0.0,-0.75,-1.0,0.0,-1.0,1
Vermis-baseline,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,3.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1
Vermis-baseline,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,3.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.007036,0.007036,0.0995037,0.07036,0.07036,0.995037,1
Vermis-baseline,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,3.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.007036,0.007036,0.0995037,-0.07036,0.07036,0.995037,1
Vermis-baseline,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,3.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.007036,-0.007036,0.0995037,0.07036,-0.07036,0.995037,1
Vermis-baseline,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,3.0,0,-1,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,-0.007036,-0.007036,0.0995037,-0.07036,-0.07036,0.995037,1
Argos-mutated,34,3,0.85,0.85,1.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,8.5,0,100.0,0.0,0.0,1.0,0.85,00000000001000000000000000010110,00000000011000000000000000010110,0.0,0.0,1.15,2,2,11.5,0,-1,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.467,-1.20635,0.0,0.0,-1.0,0.85
Argos-mutated,35,3,0.88,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0,100.0,0.0,0.0,1.0,0.88,00000000001000000000000000010110,00000000011000000000000000010110,0.0,0.0,0.88,2,2,11.2,0,-1,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5230400000000001,-1.049,0.0,0.0,-1.12,0.88
