Name,HullIndexParent,WeaponType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,WeaponPriority,WeaponBehaviour,ReloadTime,HasLock,AffectorType,AffectorScaleFactor,AffectorPowerFactor,AffectorPositionX,AffectorPositionY,AffectorPositionZ,MobilityType,LocalPositionX,LocalPositionY,LocalPositionZ,Fitness
Orion-mutated,3,0,0.89,0.89,0.89,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.17800000000000002,0,-1,0.89,1.11,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,5,0,1.15,1.15,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.15,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.15,0,2,0.23,0,-1,0.85,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,7,0,0.87,1.0,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,0,2,0.17400000000000002,0,-1,1.0,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,9,0,1.12,0.88,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.0,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,11,0,1.0,1.1400000000000001,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,1.1400000000000001,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1400000000000001,0,2,0.2,0,-1,0.86,0.86,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,31,0,0.75,0.6525,0.6525,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.13,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,0.17400000000000002,0,-1,0.87,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,32,0,0.855,0.75,0.855,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.0,1.1400000000000001,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.86,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,33,0,1.26,1.5399999999999998,1.26,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,0.9,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.2,0,-1,0.9,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,34,0,1.4,1.4,1.5819999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,3,2,0.226,0,-1,1.13,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,35,0,2.2800000000000002,2.2800000000000002,1.72,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,0.86,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,36,0,2.2,1.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.9,4,2,0.2,0,-1,0.9,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Teuthus-mutated,9,6,0.87,1.0,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.13,0.87,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.13,1,2,1.13,0,-1,1.0,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,17,6,0.88,0.88,0.88,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,1.12,0.88,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.12,3,2,8.8,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Teuthus-mutated,25,6,0.89,0.89,0.89,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,0.89,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Teuthus-mutated,31,6,0.85,0.85,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.85,2,2,1.0,0,-1,0.85,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Teuthus-mutated,10,0,0.87,1.13,1.13,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,1.0,0,-1,0.87,1.0,0.0,0.0,0.0,11,0.0,0.0,0.177975,0.87
Teuthus-mutated,18,0,0.87,1.13,1.13,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.13,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,1.0,0,-1,0.87,1.13,0.0,0.0,0.0,11,0.0,0.0,0.1575,0.87
Teuthus-mutated,11,0,0.88,0.88,1.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,0.88,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.88,3,2,4.4,0,-1,1.0,0.88,0.0,0.0,0.0,12,0.132,0.0,-0.18,0.88
Teuthus-mutated,11,0,0.85,1.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.0,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.75,0,-1,1.15,1.15,0.0,0.0,0.0,12,0.15,0.0,-0.153,0.85
Teuthus-mutated,19,0,1.0,0.9,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1,0.9,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,3,2,5.5,0,-1,1.1,1.0,0.0,0.0,0.0,12,-0.15,0.0,-0.19799999999999998,0.9
Teuthus-mutated,19,0,1.0,1.1400000000000001,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1400000000000001,1.1400000000000001,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1400000000000001,3,2,4.3,0,-1,0.86,0.86,0.0,0.0,0.0,12,-0.15,0.0,-0.18,0.86
Vermis-mutated,3,0,0.3,0.33599999999999997,0.33599999999999997,-0.41359999999999997,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.12,1.12,00000001010000000000000000010110,00000000000000000000000000000000,-1.12,0.0,0.0,2,2,0.2,0,-1,1.12,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Vermis-mutated,3,0,0.258,0.34199999999999997,0.3,0.4042,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.0,0.86,00000001010000000000000000010110,00000000000000000000000000000000,0.86,0.0,0.0,2,2,0.228,0,-1,0.86,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Vermis-mutated,5,0,0.3,0.32999999999999996,0.27,-0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,0.9,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.2,0,-1,1.1,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Vermis-mutated,5,0,0.345,0.345,0.345,0.736,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.0,0.85,00000001010000000000000000010110,00000000000000000000000000000000,1.15,0.0,0.0,2,2,0.17,0,-1,1.15,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,7,0,0.267,0.3,0.267,-0.94,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.0,0.89,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.17800000000000002,0,-1,1.11,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Vermis-mutated,7,0,0.258,0.3,0.258,1.0715999999999999,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.86,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,15,0,0.253,0.22,0.253,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,115.0,0.0,0.0,1.15,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.23,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,16,0,0.22,0.2442,0.1958,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,0.89,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.11,0,2,0.2,0,-1,1.11,1.11,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,3,0,0.88,1.0,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,0.88,1.12,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,0,2,0.2,0,-1,1.12,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,5,0,1.0,0.86,1.1400000000000001,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.1400000000000001,1.1400000000000001,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.2,0,-1,1.1400000000000001,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,7,0,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.1400000000000001,0.86,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1400000000000001,0,2,0.228,0,-1,0.86,0.86,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,9,0,1.0,1.0,1.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,0.87,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,0,2,0.226,0,-1,1.13,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,11,0,1.15,0.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,115.0,0.0,0.0,1.0,1.15,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.15,0,2,0.23,0,-1,0.85,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,31,0,0.75,0.8625,0.75,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,0.85,1.15,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,0.2,0,-1,1.15,0.85,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,32,0,0.675,0.675,0.825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,1.1,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.9,2,2,0.2,0,-1,1.0,0.9,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,33,0,1.246,1.5539999999999998,1.4,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,0.89,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.89,3,2,0.17800000000000002,0,-1,1.0,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,34,0,1.4,1.5679999999999998,1.232,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.88,0.88,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.2,0,-1,1.0,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,35,0,2.26,1.74,2.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.13,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.226,0,-1,0.87,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,36,0,2.0,2.3,2.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.15,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.85,4,2,0.17,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Teuthus-mutated,9,6,1.0,1.0,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,1.13,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.87,1,2,0.87,0,-1,0.87,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,17,6,0.87,0.87,0.87,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.13,3,2,10.0,0,-1,1.13,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,25,6,1.15,0.85,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.15,1.15,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.85,2,2,1.0,0,-1,1.0,0.85,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Teuthus-mutated,31,6,0.89,0.89,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,0.89,0.89,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.11,2,2,0.89,0,-1,0.89,1.11,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Teuthus-mutated,10,0,1.0,0.9,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,0.9,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,2,2,0.9,0,-1,1.1,0.9,0.0,0.0,0.0,11,0.0,0.0,0.17325000000000002,0.9
Teuthus-mutated,18,0,1.13,0.87,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.13,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,2,2,0.87,0,-1,1.0,0.87,0.0,0.0,0.0,11,0.0,0.0,0.1575,0.87
Teuthus-mutated,11,0,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.1400000000000001,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1400000000000001,3,2,4.3,0,-1,0.86,0.86,0.0,0.0,0.0,12,0.129,0.0,-0.18,0.86
Teuthus-mutated,11,0,1.0,1.0,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,0.85,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,4.25,0,-1,1.15,0.85,0.0,0.0,0.0,12,0.1725,0.0,-0.153,0.85
