Name,HullIndexFirst,HIF-ScaleX,HIF-ScaleY,HIF-ScaleZ,HIF-PositionX,HIF-PositionY,HIF-PositionZ,HIF-OrientationW,HIF-OrientationX,HIF-OrientationY,HIF-OrientationZ,HullIndexSecond,HIS-ScaleX,HIS-ScaleY,HIS-ScaleZ,HIS-PositionX,HIS-PositionY,HIS-PositionZ,HIS-OrientationW,HIS-OrientationX,HIS-OrientationY,HIS-OrientationZ,Fitness
Argos-baseline,21,1.0,1.0,1.0,0.0,0.067,3.022,1.0,0.0,0.0,0.0,24,1.0,1.0,1.0,-0.583,0.0,2.849,1.0,0.0,0.0,0.0,1
Argos-baseline,21,1.0,1.0,1.0,0.0,0.067,3.022,1.0,0.0,0.0,0.0,25,1.0,1.0,1.0,0.583,0.0,2.849,0.0,0.0,0.0,1.0,1
Argos-baseline,24,1.0,1.0,1.0,-0.583,0.0,2.849,1.0,0.0,0.0,0.0,26,1.0,1.0,1.0,-0.983,0.0,2.609,1.0,0.0,0.0,0.0,1
Argos-baseline,25,1.0,1.0,1.0,0.583,0.0,2.849,0.0,0.0,0.0,1.0,27,1.0,1.0,1.0,0.983,0.0,2.609,0.0,0.0,0.0,1.0,1
Argos-baseline,26,1.0,1.0,1.0,-0.983,0.0,2.609,1.0,0.0,0.0,0.0,28,1.0,1.0,1.0,-0.798,0.47,2.909,1.0,0.0,0.0,0.0,1
Argos-baseline,26,1.0,1.0,1.0,-0.983,0.0,2.609,1.0,0.0,0.0,0.0,30,1.0,1.0,1.0,-0.798,-0.47,2.909,1.0,0.0,0.0,0.0,1
Argos-baseline,27,1.0,1.0,1.0,0.983,0.0,2.609,0.0,0.0,0.0,1.0,29,1.0,1.0,1.0,0.798,0.47,2.909,1.0,0.0,0.0,0.0,1
Argos-baseline,27,1.0,1.0,1.0,0.983,0.0,2.609,0.0,0.0,0.0,1.0,31,1.0,1.0,1.0,0.798,-0.47,2.909,1.0,0.0,0.0,0.0,1
Argos-baseline,24,1.0,1.0,1.0,-0.583,0.0,2.849,1.0,0.0,0.0,0.0,32,1.0,1.0,1.0,-0.6,0.0,3.095,1.0,0.0,0.0,0.0,1
Argos-baseline,25,1.0,1.0,1.0,0.583,0.0,2.849,0.0,0.0,0.0,1.0,33,1.0,1.0,1.0,0.6,0.0,3.095,1.0,0.0,0.0,0.0,1
Argos-baseline,22,1.0,1.0,1.0,0.0,0.468,2.396,1.0,0.0,0.0,0.0,34,1.0,1.0,1.0,0.0,0.622,2.12,1.0,0.0,0.0,0.0,1
Argos-baseline,23,1.0,1.0,1.0,0.0,-0.468,2.396,0.0,0.0,0.0,1.0,35,1.0,1.0,1.0,0.0,-0.622,2.12,0.0,0.0,0.0,1.0,1
