Name,HullIndexParent,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,LocalDirectionX,LocalDirectionY,LocalDirectionZ,Fitness
Orion-mutated,3,1.12,0.88,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,5,1.0,1.11,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,7,0.89,1.0,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,9,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,11,1.0,1.0,1.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,31,0.75,0.75,0.645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,32,0.6375,0.8625,0.6375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.85
Orion-mutated,33,1.5959999999999999,1.4,1.5959999999999999,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,34,1.4,1.246,1.5539999999999998,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,35,1.74,1.74,1.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Orion-mutated,36,2.2800000000000002,1.72,1.72,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,15,0.22,0.2442,0.1958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,16,0.242,0.22,0.22,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,3,1.0,1.0,0.88,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,5,0.86,0.86,1.1400000000000001,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,7,1.0,1.0,1.1400000000000001,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,9,1.0,0.89,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.89
Orion-mutated,11,1.0,0.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,31,0.8325,0.75,0.6675,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,32,0.75,0.825,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,33,1.246,1.4,1.5539999999999998,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.11,0.89
Orion-mutated,34,1.4,1.232,1.5679999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,35,1.74,1.74,1.74,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Orion-mutated,36,1.7,1.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85
Orion-mutated,15,0.22,0.253,0.253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85
Orion-mutated,16,0.2464,0.1936,0.22,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,3,1.13,1.0,1.13,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Orion-mutated,5,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,7,1.1,1.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,9,0.9,1.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Orion-mutated,11,1.13,0.87,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,31,0.675,0.825,0.75,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,32,0.66,0.75,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,33,1.246,1.246,1.4,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,34,1.4,1.4,1.26,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,35,2.22,1.78,2.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,36,1.78,1.78,1.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,15,0.2508,0.22,0.22,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,16,0.2486,0.19140000000000001,0.22,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,3,1.0,1.1400000000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,5,1.1,1.1,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Orion-mutated,7,0.86,1.0,0.86,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,9,1.1400000000000001,0.86,1.1400000000000001,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,11,0.9,1.1,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,31,0.855,0.855,0.855,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,32,0.8475,0.75,0.6525,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,33,1.5399999999999998,1.5399999999999998,1.5399999999999998,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,34,1.4,1.204,1.204,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,35,1.8,2.0,2.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Orion-mutated,36,2.2,1.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,15,0.1958,0.1958,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,16,0.2464,0.22,0.1936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,3,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,5,1.0,1.0,1.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.12,0.88
Orion-mutated,7,0.88,0.88,1.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,9,0.86,1.0,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,11,0.89,1.0,0.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,31,0.6525,0.8475,0.8475,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,32,0.75,0.855,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,33,1.5959999999999999,1.204,1.204,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,34,1.4,1.4,1.4,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,35,2.0,2.2800000000000002,2.2800000000000002,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,36,2.0,2.0,2.26,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Orion-mutated,15,0.2464,0.1936,0.2464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,16,0.1958,0.22,0.2442,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,3,0.86,0.86,0.86,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,5,0.88,1.12,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.88
Orion-mutated,7,0.89,0.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Orion-mutated,9,1.12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,11,1.0,1.12,1.12,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,31,0.825,0.75,0.825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,32,0.84,0.75,0.75,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.12,0.88
Orion-mutated,33,1.4,1.26,1.5399999999999998,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,34,1.4,1.218,1.4,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,35,1.8,2.2,1.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,36,2.22,2.22,2.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,1.11,0.89
Orion-mutated,15,0.22,0.242,0.242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,16,0.253,0.187,0.253,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1.0,0.85
Orion-mutated,3,0.85,0.85,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,5,1.1,1.1,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Orion-mutated,7,0.86,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Orion-mutated,9,0.85,1.0,1.15,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,11,0.87,1.0,1.13,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Orion-mutated,31,0.66,0.75,0.75,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,32,0.855,0.645,0.645,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,33,1.4,1.4,1.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,34,1.246,1.5539999999999998,1.246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.89
Orion-mutated,35,1.78,2.0,2.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,36,1.76,2.24,2.24,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,15,0.22,0.198,0.198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
Orion-mutated,16,0.22,0.22,0.2464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,3,1.12,1.12,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,5,1.12,0.88,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,7,1.1400000000000001,0.86,1.1400000000000001,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,9,0.85,1.15,1.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1.0,0.85
Orion-mutated,11,1.0,1.0,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85
Orion-mutated,31,0.84,0.84,0.66,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.12,0.88
Orion-mutated,32,0.66,0.66,0.75,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,33,1.5819999999999999,1.5819999999999999,1.5819999999999999,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Orion-mutated,34,1.26,1.4,1.5399999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,35,2.0,1.78,2.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.89,0.89
Orion-mutated,36,2.0,2.2,2.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Orion-mutated,15,0.22,0.1892,0.2508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,16,0.1892,0.2508,0.22,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,3,0.88,1.12,1.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,5,1.12,1.12,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88
Orion-mutated,7,0.85,1.15,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,9,0.86,0.86,0.86,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,11,0.9,1.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Orion-mutated,31,0.6375,0.8625,0.6375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,32,0.645,0.645,0.855,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,33,1.218,1.5819999999999999,1.5819999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,34,1.4,1.5819999999999999,1.4,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Orion-mutated,35,2.0,1.7,1.7,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Orion-mutated,36,2.2800000000000002,2.2800000000000002,2.2800000000000002,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.86
Orion-mutated,15,0.2508,0.1892,0.1892,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,16,0.1936,0.2464,0.2464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Orion-mutated,3,1.1400000000000001,1.0,1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.86
Orion-mutated,5,1.13,1.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Orion-mutated,7,0.87,0.87,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.87,0.87
Orion-mutated,9,1.15,1.15,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.15,0.85
Orion-mutated,11,1.0,1.0,0.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,1.11,0.89
