Name,HullIndexParent,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,LocalDirectionX,LocalDirectionY,LocalDirectionZ,Fitness
Vermis-mutated,7,0.3,0.33599999999999997,0.33599999999999997,1.0528,0.0,0.0,1.12,0.0,0.0,0.0,1.12,0.0,0.0,0.88
Vermis-mutated,8,1.0,1.13,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Vermis-mutated,0,1.13,1.13,0.87,0.0,0.0,1.13,1.13,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Vermis-mutated,3,0.264,0.3,0.33599999999999997,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.88
Vermis-mutated,3,0.261,0.3,0.3,0.47,0.0,0.0,1.0,0.0,0.0,0.0,1.13,0.0,0.0,0.87
Vermis-mutated,5,0.264,0.264,0.3,-0.7168,0.0,0.0,0.88,0.0,0.0,0.0,-1.0,0.0,0.0,0.88
Vermis-mutated,5,0.27,0.27,0.27,0.704,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9
Vermis-mutated,7,0.267,0.3,0.33299999999999996,-1.0433999999999999,0.0,0.0,1.11,0.0,0.0,0.0,-1.11,0.0,0.0,0.89
Vermis-mutated,7,0.34199999999999997,0.258,0.34199999999999997,0.94,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.86,0.0,0.0,0.86
Vermis-mutated,8,0.9,1.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9
Vermis-mutated,0,1.0,0.88,1.0,0.0,0.0,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88
Vermis-mutated,3,0.33599999999999997,0.3,0.264,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.88
Vermis-mutated,3,0.3,0.33599999999999997,0.3,0.41359999999999997,0.0,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.88
Vermis-mutated,5,0.33599999999999997,0.264,0.33599999999999997,-0.64,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.88
Vermis-mutated,5,0.3,0.3,0.258,0.5504,0.0,0.0,0.86,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.86
Vermis-mutated,7,0.33599999999999997,0.33599999999999997,0.33599999999999997,-0.94,0.0,0.0,1.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.88
Vermis-mutated,7,0.255,0.3,0.3,0.94,0.0,0.0,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.85
Vermis-mutated,8,1.0,1.15,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Vermis-mutated,0,0.86,1.0,1.1400000000000001,0.0,0.0,1.1400000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Vermis-mutated,3,0.3,0.33599999999999997,0.33599999999999997,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.88
Vermis-mutated,3,0.267,0.267,0.267,0.4183,0.0,0.0,1.11,0.0,0.0,0.0,0.89,0.0,0.0,0.89
Vermis-mutated,5,0.345,0.255,0.345,-0.736,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.85
Vermis-mutated,5,0.33599999999999997,0.33599999999999997,0.3,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.0,0.0,0.88
Vermis-mutated,7,0.3,0.3,0.3,-1.0433999999999999,0.0,0.0,1.0,0.0,0.0,0.0,-1.11,0.0,0.0,0.89
Vermis-mutated,7,0.3,0.33599999999999997,0.33599999999999997,0.94,0.0,0.0,1.12,0.0,0.0,0.0,1.12,0.0,0.0,0.88
Vermis-mutated,8,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Vermis-mutated,0,1.0,1.0,1.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Vermis-mutated,3,0.261,0.33899999999999997,0.3,-0.5311,0.0,0.0,1.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.87
Vermis-mutated,3,0.345,0.3,0.345,0.39949999999999997,0.0,0.0,1.15,0.0,0.0,0.0,0.85,0.0,0.0,0.85
Vermis-mutated,5,0.3,0.258,0.3,-0.7296,0.0,0.0,1.0,0.0,0.0,0.0,-1.1400000000000001,0.0,0.0,0.86
Vermis-mutated,5,0.3,0.34199999999999997,0.3,0.64,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.86
Vermis-mutated,7,0.258,0.258,0.258,-0.8084,0.0,0.0,0.86,0.0,0.0,0.0,-0.86,0.0,0.0,0.86
Vermis-mutated,7,0.33299999999999996,0.33299999999999996,0.3,0.94,0.0,0.0,1.0,0.0,0.0,0.0,1.11,0.0,0.0,0.89
Vermis-mutated,8,1.13,1.13,1.13,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Vermis-mutated,0,1.0,0.9,0.9,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
Vermis-mutated,3,0.33899999999999997,0.3,0.3,-0.5311,0.0,0.0,1.0,0.0,0.0,0.0,-1.13,0.0,0.0,0.87
Vermis-mutated,3,0.33599999999999997,0.3,0.33599999999999997,0.5264,0.0,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.88
Vermis-mutated,5,0.264,0.264,0.3,-0.5632,0.0,0.0,0.88,0.0,0.0,0.0,-0.88,0.0,0.0,0.88
Vermis-mutated,5,0.27,0.32999999999999996,0.32999999999999996,0.704,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9
Vermis-mutated,7,0.258,0.3,0.258,-0.8084,0.0,0.0,1.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.86
Vermis-mutated,7,0.27,0.3,0.32999999999999996,1.034,0.0,0.0,0.9,0.0,0.0,0.0,1.1,0.0,0.0,0.9
Vermis-mutated,8,1.13,1.0,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.87
Vermis-mutated,0,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Vermis-mutated,3,0.3,0.3,0.258,-0.5357999999999999,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.86
Vermis-mutated,3,0.3,0.3,0.27,0.423,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9
Vermis-mutated,5,0.3,0.261,0.33899999999999997,-0.5568,0.0,0.0,0.87,0.0,0.0,0.0,-0.87,0.0,0.0,0.87
Vermis-mutated,5,0.267,0.267,0.267,0.7104,0.0,0.0,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.89
Vermis-mutated,7,0.3,0.258,0.3,-1.0715999999999999,0.0,0.0,1.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.86
Vermis-mutated,7,0.27,0.32999999999999996,0.32999999999999996,0.846,0.0,0.0,0.9,0.0,0.0,0.0,1.1,0.0,0.0,0.9
Vermis-mutated,8,0.89,0.89,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Vermis-mutated,0,1.13,1.0,1.13,0.0,0.0,1.13,1.13,0.0,0.0,0.0,0.0,0.0,1.0,0.87
Vermis-mutated,3,0.255,0.3,0.255,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.85
Vermis-mutated,3,0.33299999999999996,0.33299999999999996,0.3,0.4183,0.0,0.0,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.89
Vermis-mutated,5,0.264,0.264,0.3,-0.5632,0.0,0.0,0.88,0.0,0.0,0.0,-1.0,0.0,0.0,0.88
Vermis-mutated,5,0.32999999999999996,0.3,0.27,0.5760000000000001,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.9
Vermis-mutated,7,0.258,0.3,0.3,-0.94,0.0,0.0,1.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.86
Vermis-mutated,7,0.3,0.33899999999999997,0.33899999999999997,0.94,0.0,0.0,1.13,0.0,0.0,0.0,0.87,0.0,0.0,0.87
Vermis-mutated,8,1.0,0.86,0.86,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.86,0.86
Vermis-mutated,0,1.0,1.0,1.0,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Vermis-mutated,3,0.255,0.255,0.255,-0.5405,0.0,0.0,1.15,0.0,0.0,0.0,-0.85,0.0,0.0,0.85
Vermis-mutated,3,0.3,0.3,0.27,0.423,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.9
Vermis-mutated,5,0.34199999999999997,0.258,0.258,-0.7296,0.0,0.0,1.0,0.0,0.0,0.0,-1.1400000000000001,0.0,0.0,0.86
Vermis-mutated,5,0.267,0.33299999999999996,0.33299999999999996,0.64,0.0,0.0,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.89
Vermis-mutated,7,0.3,0.3,0.3,-1.0528,0.0,0.0,0.88,0.0,0.0,0.0,-1.12,0.0,0.0,0.88
Vermis-mutated,7,0.33899999999999997,0.33899999999999997,0.33899999999999997,1.0622,0.0,0.0,1.0,0.0,0.0,0.0,1.13,0.0,0.0,0.87
Vermis-mutated,8,1.0,1.11,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89
Vermis-mutated,0,1.0,1.15,1.15,0.0,0.0,1.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.85
Vermis-mutated,3,0.261,0.3,0.33899999999999997,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.87
Vermis-mutated,3,0.345,0.345,0.345,0.39949999999999997,0.0,0.0,0.85,0.0,0.0,0.0,1.15,0.0,0.0,0.85
Vermis-mutated,5,0.33599999999999997,0.3,0.264,-0.7168,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.88
Vermis-mutated,5,0.264,0.33599999999999997,0.264,0.7168,0.0,0.0,1.12,0.0,0.0,0.0,0.88,0.0,0.0,0.88
Vermis-mutated,7,0.3,0.3,0.3,-0.94,0.0,0.0,0.89,0.0,0.0,0.0,-0.89,0.0,0.0,0.89
Vermis-mutated,7,0.345,0.345,0.255,1.081,0.0,0.0,1.15,0.0,0.0,0.0,0.85,0.0,0.0,0.85
Vermis-mutated,8,0.85,0.85,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.85
