Name,HullIndexParent,WeaponType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,WeaponPriority,WeaponBehaviour,ReloadTime,HasLock,AffectorType,AffectorScaleFactor,AffectorPowerFactor,AffectorPositionX,AffectorPositionY,AffectorPositionZ,Fitness
models/xml/1/20210524.22.01.xml-baseline,1,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.03.01.xml-baseline,0,0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,2,8.0,0.0,1.0,0.0,0.0,,,1.0,2.0,1.0,1,2,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.14.01.xml-baseline,-1,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,4,50.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1.5,1,8,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.06.01.xml-baseline,1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.18.01.xml-baseline,1,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,100.0,0.0,2.0,2.0,10.0,,,0.0,0.0,0.0,0,0,2.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.27.01.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.02.01.xml-baseline,-1,6,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,10.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.23.01.xml-baseline,1,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.10.01.xml-baseline,0,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.31.01.xml-baseline,-1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.19.01.xml-baseline,2,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.26.01.xml-baseline,2,6,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.15.01.xml-baseline,2,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,80.0,0,2000.0,15.0,0.0,2.0,1.5,,,0.0,0.0,0.0,0,0,4.0,0,1,1.0,1.0,0.0,0.0,0.0,1
models/xml/1/20210524.12.01.xml-baseline,1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0,9000.0,5.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.21.01.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.17.01.xml-baseline,-1,0,0.2,0.2,0.2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210524.28.01.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/1/20210519.05.01.xml-baseline,1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0.2,0.0,,,0.0,0.0,0.0,1,0,0.0,0,5,0.0,1.0,0.0,0.0,0.0,1
models/xml/1/20210524.24.01.xml-baseline,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.01.02.xml-baseline,-1,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,4,12.0,0.0,2.0,4.0,2.0,,,0.0,0.0,0.0,1,2,0.0,0,0,1.0,2.0,7.0,7.0,-6.0,1
models/xml/2/20210519.01.02.xml-baseline,1,0,1.0,1.0,1.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3,10.0,0.0,2.5,5.5,2.0,,,0.0,0.0,0.0,5,2,0.0,0,2,1.0,2.0,1.0,2.0,0.0,1
models/xml/2/20210519.01.02.xml-baseline,-1,6,1.0,1.0,1.0,1.2,3.0,0.0,1.0,0.0,0.0,0.0,40.0,3,50.0,1.0,2.0,3.0,4.0,,,1.0,1.0,0.0,2,3,2.0,0,3,1.0,4.0,2.0,1.0,0.0,1
models/xml/2/20210524.20.02.xml-baseline,-1,0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0,50.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,10.0,0,0,1.0,10.0,0.0,0.0,0.0,1
models/xml/2/20210519.13.02.xml-baseline,-1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.25.02.xml-baseline,5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.0,25.0,,,0.0,0.0,0.0,0,0,0.0,0,0,2.0,30.0,0.0,0.0,0.0,1
models/xml/2/20210519.25.02.xml-baseline,3,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,15.0,20.0,,,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.04.02.xml-baseline,1,0,20.0,20.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,50.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.04.02.xml-baseline,2,0,20.0,20.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,50.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.04.02.xml-baseline,3,0,20.0,20.0,20.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,50.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.04.02.xml-baseline,6,6,20.0,20.0,20.0,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.08.02.xml-baseline,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.08.02.xml-baseline,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.08.02.xml-baseline,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.08.02.xml-baseline,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.16.02.xml-baseline,1,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.29.02.xml-baseline,2,0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3,0,2.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.30.02.xml-baseline,3,6,1.0,1.0,1.0,2.0,-1.0,-4.0,1.0,0.0,0.0,0.0,1.0,0,120.0,111.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.30.02.xml-baseline,5,6,1.0,1.0,1.0,-2.0,-1.0,-4.0,1.0,0.0,0.0,0.0,1.0,0,120.0,111.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.11.02.xml-baseline,3,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.11.02.xml-baseline,2,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.2,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.11.02.xml-baseline,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,,,1.0,2.0,0.0,0,0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.22.02.xml-baseline,2,6,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.22.02.xml-baseline,2,6,0.0,0.0,0.0,-2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.22.02.xml-baseline,7,0,0.0,0.0,0.0,6.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.22.02.xml-baseline,8,0,0.0,0.0,0.0,-6.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.03.02.xml-baseline,3,3,2.0,2.0,2.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.03.02.xml-baseline,0,0,1.0,1.0,1.0,1.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.03.02.xml-baseline,1,0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.03.02.xml-baseline,1,6,2.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2,3,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.03.02.xml-baseline,1,6,2.0,2.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,3,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.14.02.xml-baseline,-1,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,4,50.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1.5,1,8,0.4,10.0,0.0,0.0,0.0,1
models/xml/2/20210524.06.02.xml-baseline,2,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.18.02.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,100.0,0.0,2.0,2.0,10.0,,,0.0,0.0,0.0,0,0,2.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.18.02.xml-baseline,3,6,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0,40.0,10.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.18.02.xml-baseline,5,0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,10.0,80.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1,0,1.5,0,0,1.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.27.02.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.27.02.xml-baseline,-1,0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.27.02.xml-baseline,-1,0,3.0,3.0,3.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.02.02.xml-baseline,2,6,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,10.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.23.02.xml-baseline,1,0,1.0,1.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0,100.0,50.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.3,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.10.02.xml-baseline,3,0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.10.02.xml-baseline,3,0,1.0,1.0,1.0,-3.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,0,0.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,3.0,1,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.31.02.xml-baseline,-1,6,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.31.02.xml-baseline,1,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.19.02.xml-baseline,2,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.19.02.xml-baseline,6,6,1000.0,1000.0,1000.0,-100.0,90.0,400.0,1.0,0.0,0.0,0.0,50.0,0,100.0,50.0,1.0,999.0,999.0,,,0.0,0.0,0.0,1,50,0.1,0,0,0.0,50.0,0.0,0.0,0.0,1
models/xml/2/20210519.19.02.xml-baseline,1,3,500.0,200.0,150.0,34.0,111.0,123.0,1.0,0.0,0.0,0.0,455.0,45,100.0,6777.0,4.0,0.0,0.0,,,-444.0,111.0,444.0,0,0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.26.02.xml-baseline,3,6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.26.02.xml-baseline,2,6,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.26.02.xml-baseline,3,6,1.0,1.0,1.0,0.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.15.02.xml-baseline,2,0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,80.0,0,200.0,15.0,0.0,2.0,1.5,,,0.0,0.0,0.0,0,0,4.0,0,1,1.0,1.0,0.0,0.0,0.0,1
models/xml/2/20210519.15.02.xml-baseline,2,0,0.0,0.0,0.0,-2.0,3.0,0.0,1.0,0.0,0.0,0.0,80.0,0,200.0,15.0,0.0,2.0,1.5,,,0.0,0.0,0.0,0,0,4.0,0,1,1.0,1.0,0.0,0.0,0.0,1
models/xml/2/20210524.12.02.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0,9000.0,5.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.12.02.xml-baseline,2,0,1.0,1.0,1.0,-1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.12.02.xml-baseline,1,6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.12.02.xml-baseline,-1,6,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.12.02.xml-baseline,-3,6,1.0,1.0,1.0,2.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.21.02.xml-baseline,1,0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.8,0,2.0,1.0,0.0,2.0,1.0,,,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.17.02.xml-baseline,2,6,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,4.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,25.0,1.0,0.0,4.0,1
models/xml/2/20210519.17.02.xml-baseline,-1,0,0.2,0.2,0.2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.28.02.xml-baseline,2,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210524.28.02.xml-baseline,2,0,1.0,1.0,1.0,-1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.05.02.xml-baseline,3,0,0.5,0.5,0.5,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,15.0,,,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
models/xml/2/20210519.05.02.xml-baseline,2,6,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,1.0,Ice,Ice,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.4,0.0,0.0,0.0,1
models/xml/2/20210519.05.02.xml-baseline,1,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0.2,0.0,,,0.0,0.0,0.0,1,0,0.0,0,5,0.0,1.0,0.0,0.0,0.0,1
