Name,HullIndexParent,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,LocalDirectionX,LocalDirectionY,LocalDirectionZ,FiringTurnMaximum,FiringTurnStart,FiringTurnEnd,Roll,FiringPositionX,FiringPositionY,FiringPositionZ,FiringDirectionX,FiringDirectionY,FiringDirectionZ,Fitness
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1254,0.1254,0.1,0.0086,0.0086,1.0,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,-0.1232,-0.0968,0.1,-0.0112,-0.0088,0.88,0.88
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.1221,-0.0979,0.1,0.0089,-0.0089,1.0,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,-0.4675,0.55,0.0,0.0,0.0,0.85,0.85
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.55,0.6105,0.0,0.0,0.0,0.89,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,-0.55,-0.47850000000000004,0.0,0.0,0.0,1.0,0.87
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49500000000000005,-0.55,0.0,0.0,0.0,0.9,0.9
Teuthus-mutated,9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.85,0.85
Teuthus-mutated,17,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,0.0,1.0,0.88
Teuthus-mutated,25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.86
Teuthus-mutated,31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.522,0.0,0.0,0.87,0.87
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.88,0.88,1.12,0.0,0.0,0.056,1.0,0.0,0.22,1.12,0.88
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.1,0.9,0.0,0.0,-0.05,0.9,0.0,-0.225,1.1,0.9
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,1.1400000000000001,1.0,1.0,0.0,0.05,0.0,1.0,0.28500000000000003,0.0,1.0,0.86
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,1.11,1.11,0.89,0.0,-0.044500000000000005,0.0,1.11,-0.25,0.0,1.11,0.89
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.86,0.0,0.215,0.86,0.86
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,0.0,0.0,0.0,-0.0575,1.0,0.0,-0.2875,1.0,0.85
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,0.05,0.0,1.0,0.25,0.0,1.12,0.88
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0,0.0,0.0,-0.05,0.0,1.1,-0.275,0.0,1.0,0.9
Teuthus-mutated,11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,9.99,0.0,0.0,0.0,1.11,0.0,0.0,1.0,0.89
Teuthus-mutated,19,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,17.1,10.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.9
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.0,1.1,0.9
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.11,0.11,0.114,-0.0114,0.0086,1.1400000000000001,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0968,0.1232,0.112,0.0088,0.01,1.0,0.88
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.121,-0.121,0.09,-0.009000000000000001,-0.009000000000000001,0.9,0.9
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,-0.0979,0.08900000000000001,0.0089,-0.0111,1.0,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6215,0.6215,0.0,0.0,0.0,0.87,0.87
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.48950000000000005,0.6105,0.0,0.0,0.0,1.11,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,-0.4675,-0.4675,0.0,0.0,0.0,0.85,0.85
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.55,-0.55,0.0,0.0,0.0,0.9,0.9
Teuthus-mutated,9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.6719999999999999,0.0,0.0,1.0,0.88
Teuthus-mutated,17,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6839999999999999,0.0,0.0,1.1400000000000001,0.86
Teuthus-mutated,25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6719999999999999,0.0,0.0,0.88,0.88
Teuthus-mutated,31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.9
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,1.0,0.89,0.89,0.0,0.0,0.0555,1.0,0.0,0.25,1.0,0.89
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.1,1.1,0.0,0.0,-0.05,0.9,0.0,-0.275,0.9,0.9
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,1.0,1.12,1.0,0.0,0.044000000000000004,0.0,0.88,0.22,0.0,1.0,0.88
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,1.0,0.0,-0.0575,0.0,1.15,-0.25,0.0,1.0,0.85
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.25,1.11,0.89
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,-0.05500000000000001,1.0,0.0,-0.275,1.1,0.9
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,0.05,0.0,1.1400000000000001,0.215,0.0,0.86,0.86
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,1.11,0.0,0.0,0.0,-0.05,0.0,1.0,-0.25,0.0,1.11,0.89
Teuthus-mutated,11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.9,0.0,9.0,0.0,0.0,0.0,0.9,0.0,0.0,1.1,0.9
Teuthus-mutated,19,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.66,8.6,21.66,0.0,0.0,0.0,0.86,0.0,0.0,1.1400000000000001,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.85,0.85
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,-0.11,0.1221,0.111,-0.01,0.01,1.0,0.89
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0946,0.11,0.114,0.0086,0.0086,1.1400000000000001,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,-0.11,-0.11,0.08600000000000001,-0.0114,-0.0114,1.0,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.11,-0.11,0.08700000000000001,0.0087,-0.011300000000000001,0.87,0.87
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,-0.55,0.55,0.0,0.0,0.0,1.0,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6215,0.47850000000000004,0.0,0.0,0.0,1.0,0.87
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,-0.4675,-0.4675,0.0,0.0,0.0,1.0,0.85
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.48400000000000004,-0.55,0.0,0.0,0.0,0.88,0.88
Teuthus-mutated,9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.85,0.85
Teuthus-mutated,17,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,1.0,0.9
Teuthus-mutated,25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.13,0.87
Teuthus-mutated,31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,0.89,0.89
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.11,1.11,0.89,0.0,0.0,0.044500000000000005,1.0,0.0,0.25,0.89,0.89
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.0,0.0,0.0,-0.05,1.1400000000000001,0.0,-0.25,0.86,0.86
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.86,0.0,0.057,0.0,1.1400000000000001,0.25,0.0,1.0,0.86
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,1.0,1.15,0.0,-0.0425,0.0,0.85,-0.25,0.0,0.85,0.85
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,1.0,0.0,0.0,0.0,0.0,0.044000000000000004,1.12,0.0,0.22,0.88,0.88
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,1.0,0.0,0.0,0.0,0.0,-0.043500000000000004,1.13,0.0,-0.25,1.0,0.87
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,1.0,0.0,0.0,0.0,0.0575,0.0,1.0,0.25,0.0,1.0,0.85
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0,0.0,0.0,0.0,-0.043500000000000004,0.0,0.87,-0.2175,0.0,0.87,0.87
Teuthus-mutated,11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.09,0.0,8.01,0.0,0.0,0.0,1.0,0.0,0.0,1.11,0.89
Teuthus-mutated,19,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,16.34,10.0,16.34,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,1.0,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.1,0.9
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.11,0.11,0.08600000000000001,-0.01,0.0114,1.0,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0979,0.11,0.1,0.01,0.0111,0.89,0.89
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,-0.11,-0.09570000000000001,0.08700000000000001,-0.0087,-0.0087,1.13,0.87
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.121,-0.099,0.09,0.011,-0.009000000000000001,0.9,0.9
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,-0.47300000000000003,0.627,0.0,0.0,0.0,1.0,0.86
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.48400000000000004,0.0,0.0,0.0,1.12,0.88
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.48400000000000004,-0.48400000000000004,0.0,0.0,0.0,1.12,0.88
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.47850000000000004,-0.6215,0.0,0.0,0.0,1.0,0.87
Teuthus-mutated,9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,0.0,1.0,0.88
Teuthus-mutated,17,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,1.15,0.85
Teuthus-mutated,25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6839999999999999,0.0,0.0,0.86,0.86
Teuthus-mutated,31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.87,0.87
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,1.11,1.0,0.0,0.0,0.044500000000000005,1.0,0.0,0.2775,1.0,0.89
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,1.1400000000000001,1.0,1.0,0.0,0.0,-0.057,1.0,0.0,-0.28500000000000003,1.1400000000000001,0.86
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,1.11,1.11,0.0,0.05,0.0,1.0,0.25,0.0,1.11,0.89
Teuthus-mutated,10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.12,0.88,0.0,-0.05,0.0,1.0,-0.25,0.0,1.0,0.88
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,1.0,0.0,0.0,0.0,0.0,0.0555,1.0,0.0,0.25,1.11,0.89
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.12,0.0,0.0,0.0,0.0,-0.056,1.12,0.0,-0.25,1.12,0.88
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,1.13,0.0,0.0,0.0,0.0565,0.0,0.87,0.25,0.0,1.0,0.87
Teuthus-mutated,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,0.0,0.0,-0.05,0.0,0.89,-0.2225,0.0,0.89,0.89
Teuthus-mutated,11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,9.0,0.0,0.0,0.0,1.1,0.0,0.0,0.9,0.9
Teuthus-mutated,19,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,19.0,8.9,21.09,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.89
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.08700000000000001,0.0,0.0,0.87,0.87
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,-0.0935,0.0935,0.1,-0.0115,0.0115,1.15,0.85
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.11,0.0979,0.111,0.0111,0.01,1.0,0.89
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,-0.1254,-0.0946,0.08600000000000001,-0.0114,-0.0086,0.86,0.86
Teuthus-mutated,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0979,-0.11,0.1,0.0111,-0.01,0.89,0.89
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,-0.6160000000000001,0.6160000000000001,0.0,0.0,0.0,1.12,0.88
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0.47300000000000003,0.55,0.0,0.0,0.0,1.0,0.86
Teuthus-mutated,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,-0.55,-0.55,0.0,0.0,0.0,1.1,0.9
